Channel,Time,Value
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:39.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:40.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:40.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:40.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:40.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:40.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:40.000,0
HoistingSystem.WOH,2017/06/16 13:34:40.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:40.000,0
TopDrive.RPM,2017/06/16 13:34:40.000,0
StandPipeSystem.PRS,2017/06/16 13:34:40.000,-999.25
Pump_1.SPM,2017/06/16 13:34:40.000,0.665166667
DrilBHReam.ROPINS,2017/06/16 13:34:40.000,0
FlowMonitoring.PUMPFLW,2017/06/16 13:34:40.000,0.009074602
DrilBHReam.WOBC,2017/06/16 13:34:40.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:40.000,0
DepthMonitoring.TVD,2017/06/16 13:34:40.000,-999.25
TELEPACER.GR,2017/06/16 13:34:40.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:40.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:40.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:40.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:40.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:40.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:40.000,-999.25
Surface.RPM,2017/06/16 13:34:40.000,0
Surface.TRQ,2017/06/16 13:34:40.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:40.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:41.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:41.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:41.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:41.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:41.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:41.000,0
HoistingSystem.WOH,2017/06/16 13:34:41.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:41.000,0
TopDrive.RPM,2017/06/16 13:34:41.000,0
StandPipeSystem.PRS,2017/06/16 13:34:41.000,-999.25
Pump_1.SPM,2017/06/16 13:34:41.000,0.758666667
DrilBHReam.ROPINS,2017/06/16 13:34:41.000,0
FlowMonitoring.PUMPFLW,2017/06/16 13:34:41.000,0.010349313
DrilBHReam.WOBC,2017/06/16 13:34:41.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:41.000,0
DepthMonitoring.TVD,2017/06/16 13:34:41.000,-999.25
TELEPACER.GR,2017/06/16 13:34:41.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:41.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:41.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:41.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:41.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:41.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:41.000,-999.25
Surface.RPM,2017/06/16 13:34:41.000,0
Surface.TRQ,2017/06/16 13:34:41.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:41.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:42.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:42.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:42.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:42.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:42.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:42.000,0
HoistingSystem.WOH,2017/06/16 13:34:42.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:42.000,0
TopDrive.RPM,2017/06/16 13:34:42.000,0
StandPipeSystem.PRS,2017/06/16 13:34:42.000,-999.25
Pump_1.SPM,2017/06/16 13:34:42.000,0.799666667
DrilBHReam.ROPINS,2017/06/16 13:34:42.000,0
FlowMonitoring.PUMPFLW,2017/06/16 13:34:42.000,0.01090883
DrilBHReam.WOBC,2017/06/16 13:34:42.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:42.000,0
DepthMonitoring.TVD,2017/06/16 13:34:42.000,-999.25
TELEPACER.GR,2017/06/16 13:34:42.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:42.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:42.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:42.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:42.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:42.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:42.000,-999.25
Surface.RPM,2017/06/16 13:34:42.000,0
Surface.TRQ,2017/06/16 13:34:42.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:42.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:43.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:43.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:43.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:43.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:43.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:43.000,0
HoistingSystem.WOH,2017/06/16 13:34:43.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:43.000,0
TopDrive.RPM,2017/06/16 13:34:43.000,0
StandPipeSystem.PRS,2017/06/16 13:34:43.000,-999.25
Pump_1.SPM,2017/06/16 13:34:43.000,0.817333333
DrilBHReam.ROPINS,2017/06/16 13:34:43.000,0
FlowMonitoring.PUMPFLW,2017/06/16 13:34:43.000,0.014904198
DrilBHReam.WOBC,2017/06/16 13:34:43.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:43.000,0
DepthMonitoring.TVD,2017/06/16 13:34:43.000,-999.25
TELEPACER.GR,2017/06/16 13:34:43.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:43.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:43.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:43.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:43.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:43.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:43.000,-999.25
Surface.RPM,2017/06/16 13:34:43.000,0
Surface.TRQ,2017/06/16 13:34:43.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:43.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:44.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:44.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:44.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:44.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:44.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:44.000,0
HoistingSystem.WOH,2017/06/16 13:34:44.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:44.000,0.2856
TopDrive.RPM,2017/06/16 13:34:44.000,0
StandPipeSystem.PRS,2017/06/16 13:34:44.000,-999.25
Pump_1.SPM,2017/06/16 13:34:44.000,0.826166667
DrilBHReam.ROPINS,2017/06/16 13:34:44.000,3.92758E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:44.000,0.019213208
DrilBHReam.WOBC,2017/06/16 13:34:44.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:44.000,0
DepthMonitoring.TVD,2017/06/16 13:34:44.000,-999.25
TELEPACER.GR,2017/06/16 13:34:44.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:44.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:44.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:44.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:44.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:44.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:44.000,-999.25
Surface.RPM,2017/06/16 13:34:44.000,0
Surface.TRQ,2017/06/16 13:34:44.000,0.2856
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:44.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:45.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:45.000,-999.25
